=== Regression Results ===
R² (Train): 0.0829
R² (Test): 0.0542
RMSE (Train): 5.0642
RMSE (Test): 5.1763

=== Feature Coefficients ===
                                    Feature  Coefficient  Abs_Coefficient
              onehot__route_variant_m91-145    -0.163816         0.163816
                onehot__route_variant_243-6    -0.163926         0.163926
               onehot__route_variant_m91-30    -0.163995         0.163995
              onehot__route_variant_2616-19    -0.164022         0.164022
                    onehot__suburb_glenorie    -0.164124         0.164124
               onehot__route_variant_m90-71    -0.164157         0.164157
                     onehot__suburb_waitara    -0.164190         0.164190
               onehot__route_variant_491-23    -0.164253         0.164253
              onehot__route_variant_612x-34    -0.164309         0.164309
                onehot__route_variant_790-8    -0.164373         0.164373
               onehot__route_variant_389-54    -0.164671         0.164671
               onehot__route_variant_492-21    -0.164672         0.164672
               onehot__route_variant_180-23    -0.164762         0.164762
               onehot__route_variant_780-25    -0.164805         0.164805
               onehot__route_variant_339-61    -0.165106         0.165106
                onehot__route_variant_851-4    -0.165332         0.165332
               onehot__route_variant_5536-1    -0.165361         0.165361
                onehot__suburb_speers point    -0.165505         0.165505
               onehot__route_variant_786-44    -0.166074         0.166074
                onehot__route_variant_962-9    -0.166248         0.166248
               onehot__route_variant_m92-17    -0.166367         0.166367
               onehot__route_variant_939-13    -0.166503         0.166503
               onehot__route_variant_446-77    -0.166531         0.166531
                  onehot__suburb_empire bay    -0.166752         0.166752
                 onehot__suburb_kogarah bay    -0.166933         0.166933
               onehot__route_variant_1483-6    -0.166985         0.166985
               onehot__route_variant_538-19    -0.167022         0.167022
               onehot__route_variant_92-101    -0.167194         0.167194
               onehot__route_variant_818-12    -0.167469         0.167469
              onehot__route_variant_8520-10    -0.167497         0.167497
               onehot__route_variant_533-17    -0.167498         0.167498
               onehot__route_variant_132-16    -0.167522         0.167522
               onehot__route_variant_2662-7    -0.167567         0.167567
              onehot__route_variant_632-338    -0.167826         0.167826
              onehot__route_variant_260-121    -0.167828         0.167828
               onehot__route_variant_476-29    -0.167891         0.167891
                onehot__route_variant_880-1    -0.167926         0.167926
                  onehot__suburb_woongarrah    -0.167971         0.167971
                onehot__route_variant_407-7    -0.168182         0.168182
               onehot__route_variant_541-11    -0.168183         0.168183
              onehot__route_variant_817-303    -0.168239         0.168239
               onehot__route_variant_m52-52    -0.168290         0.168290
               onehot__route_variant_8707-4    -0.168511         0.168511
                onehot__route_variant_829-5    -0.168537         0.168537
                onehot__route_variant_441-6    -0.168549         0.168549
               onehot__route_variant_492-25    -0.168750         0.168750
               onehot__route_variant_593s-1    -0.168977         0.168977
               onehot__route_variant_700-48    -0.169018         0.169018
                onehot__route_variant_91-50    -0.169088         0.169088
              onehot__route_variant_t64-197    -0.169178         0.169178
                 onehot__suburb_scarborough    -0.169224         0.169224
           onehot__route_variant_4518-31023    -0.169424         0.169424
               onehot__route_variant_464-25    -0.169812         0.169812
                onehot__route_variant_976-1    -0.169815         0.169815
                  onehot__suburb_annangrove    -0.169985         0.169985
              onehot__route_variant_2509-25    -0.170051         0.170051
               onehot__route_variant_1314-9    -0.170082         0.170082
           onehot__route_variant_2158-30059    -0.170239         0.170239
               onehot__route_variant_sul1-2    -0.170366         0.170366
               onehot__route_variant_hsc7-2    -0.171032         0.171032
               onehot__route_variant_695-29    -0.171065         0.171065
               onehot__route_variant_273-12    -0.171114         0.171114
                onehot__route_variant_192-4    -0.171350         0.171350
               onehot__route_variant_572-14    -0.171407         0.171407
                   onehot__suburb_shoal bay    -0.171440         0.171440
              onehot__route_variant_301-105    -0.171471         0.171471
                    onehot__suburb_rossmore    -0.171692         0.171692
                onehot__route_variant_925-6    -0.171781         0.171781
                onehot__route_variant_11a-1    -0.172036         0.172036
               onehot__route_variant_942-35    -0.172142         0.172142
                      onehot__suburb_henley    -0.172152         0.172152
               onehot__route_variant_0335-7    -0.172208         0.172208
                onehot__route_variant_63-56    -0.172492         0.172492
                onehot__suburb_edensor park    -0.172507         0.172507
                  onehot__suburb_varroville    -0.172642         0.172642
                  onehot__suburb_blackheath    -0.172795         0.172795
           onehot__route_variant_5525-58009    -0.173217         0.173217
              onehot__route_variant_m91-151    -0.173303         0.173303
              onehot__route_variant_3553-13    -0.173490         0.173490
               onehot__route_variant_m52-18    -0.173595         0.173595
              onehot__route_variant_3603-16    -0.173833         0.173833
                 onehot__route_variant_11-4    -0.173858         0.173858
              onehot__route_variant_181-125    -0.174145         0.174145
               onehot__route_variant_483-52    -0.174172         0.174172
               onehot__route_variant_245-34    -0.174643         0.174643
               onehot__route_variant_8612-2    -0.174713         0.174713
                   onehot__suburb_fairlight    -0.174812         0.174812
               onehot__route_variant_811-46    -0.174847         0.174847
               onehot__route_variant_872-18    -0.174917         0.174917
               onehot__route_variant_827-52    -0.175256         0.175256
                 onehot__suburb_alison 2259    -0.175415         0.175415
               onehot__route_variant_438-93    -0.175494         0.175494
           onehot__route_variant_2701-24091    -0.175567         0.175567
                     onehot__suburb_telopea    -0.175617         0.175617
                onehot__route_variant_21-33    -0.175764         0.175764
               onehot__route_variant_l85-65    -0.175858         0.175858
              onehot__route_variant_600-178    -0.175944         0.175944
               onehot__route_variant_653-22    -0.176074         0.176074
               onehot__route_variant_374-56    -0.176107         0.176107
                onehot__route_variant_460-7    -0.176131         0.176131
                onehot__suburb_mount hunter    -0.176341         0.176341
               onehot__route_variant_506-87    -0.176442         0.176442
               onehot__route_variant_391-62    -0.176832         0.176832
                onehot__route_variant_40-14    -0.176932         0.176932
               onehot__route_variant_273-20    -0.177021         0.177021
                 onehot__suburb_charlestown    -0.177118         0.177118
                onehot__route_variant_16e-1    -0.177396         0.177396
                  onehot__suburb_cooranbong    -0.177498         0.177498
                  onehot__suburb_bow bowing    -0.177590         0.177590
            onehot__suburb_woronora heights    -0.177644         0.177644
               onehot__route_variant_466-43    -0.177677         0.177677
                onehot__route_variant_70-57    -0.177697         0.177697
               onehot__route_variant_641-47    -0.177897         0.177897
               onehot__route_variant_2029-1    -0.177906         0.177906
              onehot__route_variant_m60-192    -0.178023         0.178023
    onehot__suburb_shellharbour city centre    -0.178044         0.178044
                     onehot__suburb_miranda    -0.178251         0.178251
               onehot__route_variant_698-26    -0.178536         0.178536
              onehot__route_variant_2590-26    -0.178544         0.178544
               onehot__route_variant_745n-1    -0.178742         0.178742
              onehot__route_variant_2571-21    -0.179005         0.179005
               onehot__route_variant_943-78    -0.179143         0.179143
               onehot__suburb_berkeley vale    -0.179313         0.179313
               onehot__route_variant_3145-8    -0.179374         0.179374
                onehot__route_variant_n90-6    -0.179418         0.179418
                  onehot__suburb_bligh park    -0.179566         0.179566
               onehot__route_variant_927-13    -0.179704         0.179704
               onehot__route_variant_418-15    -0.179800         0.179800
                onehot__route_variant_598-6    -0.179928         0.179928
              onehot__route_variant_3134-15    -0.180022         0.180022
                onehot__route_variant_182-1    -0.180201         0.180201
               onehot__route_variant_stt2-1    -0.180402         0.180402
               onehot__route_variant_139-13    -0.180438         0.180438
               onehot__route_variant_908-16    -0.180504         0.180504
              onehot__route_variant_804-575    -0.180550         0.180550
               onehot__route_variant_380-93    -0.180666         0.180666
           onehot__route_variant_5539-14026    -0.180856         0.180856
              onehot__route_variant_518-129    -0.180893         0.180893
             onehot__suburb_bardwell valley    -0.181069         0.181069
            onehot__suburb_kellyville ridge    -0.181081         0.181081
                onehot__route_variant_130-9    -0.181176         0.181176
               onehot__route_variant_824-31    -0.181203         0.181203
              onehot__suburb_killarney vale    -0.181440         0.181440
              onehot__route_variant_2563-20    -0.181654         0.181654
               onehot__route_variant_92-106    -0.181852         0.181852
               onehot__route_variant_184-10    -0.182231         0.182231
              onehot__route_variant_t63-215    -0.182558         0.182558
               onehot__route_variant_184-57    -0.182845         0.182845
              onehot__route_variant_3563-18    -0.183207         0.183207
               onehot__suburb_mayfield west    -0.183264         0.183264
               onehot__route_variant_644-71    -0.183454         0.183454
               onehot__route_variant_1423-8    -0.183463         0.183463
               onehot__route_variant_673n-1    -0.183466         0.183466
               onehot__route_variant_275-71    -0.183540         0.183540
          onehot__suburb_the entrance north    -0.183581         0.183581
              onehot__route_variant_2601-23    -0.183727         0.183727
                onehot__route_variant_197-1    -0.183895         0.183895
                onehot__route_variant_26-47    -0.184036         0.184036
               onehot__route_variant_155-46    -0.184090         0.184090
               onehot__route_variant_506-86    -0.184107         0.184107
               onehot__route_variant_682w-2    -0.184107         0.184107
              onehot__route_variant_1202-15    -0.184215         0.184215
               onehot__route_variant_692y-5    -0.184639         0.184639
              onehot__route_variant_6246-14    -0.184649         0.184649
               onehot__route_variant_5561-1    -0.185292         0.185292
               onehot__route_variant_s566-1    -0.185332         0.185332
                onehot__route_variant_362-3    -0.185509         0.185509
                onehot__route_variant_588-5    -0.185978         0.185978
              onehot__route_variant_806-242    -0.186407         0.186407
         onehot__suburb_farmborough heights    -0.186689         0.186689
                onehot__suburb_marrickville    -0.186725         0.186725
               onehot__route_variant_706-10    -0.186744         0.186744
              onehot__route_variant_639-188    -0.186920         0.186920
               onehot__route_variant_823-39    -0.186991         0.186991
               onehot__route_variant_7529-8    -0.187112         0.187112
               onehot__route_variant_155-33    -0.187381         0.187381
              onehot__route_variant_944-103    -0.187518         0.187518
              onehot__route_variant_380-146    -0.188024         0.188024
               onehot__route_variant_971-23    -0.188226         0.188226
               onehot__route_variant_691-52    -0.189074         0.189074
               onehot__route_variant_6541-1    -0.189294         0.189294
                onehot__route_variant_987-2    -0.189374         0.189374
              onehot__route_variant_651-329    -0.189661         0.189661
                 onehot__suburb_north rocks    -0.189909         0.189909
                onehot__route_variant_142-3    -0.189911         0.189911
               onehot__route_variant_106-17    -0.189979         0.189979
              onehot__route_variant_802-388    -0.190203         0.190203
              onehot__route_variant_816-105    -0.190233         0.190233
               onehot__route_variant_827-40    -0.190245         0.190245
                onehot__route_variant_17-24    -0.190335         0.190335
                onehot__route_variant_55c-1    -0.190542         0.190542
               onehot__route_variant_320-17    -0.190772         0.190772
               onehot__route_variant_295-25    -0.191164         0.191164
               onehot__route_variant_6304-9    -0.191754         0.191754
                onehot__suburb_warwick farm    -0.191952         0.191952
                onehot__route_variant_597-9    -0.192264         0.192264
              onehot__route_variant_625-180    -0.192566         0.192566
              onehot__route_variant_3141-12    -0.192755         0.192755
                  onehot__suburb_dora creek    -0.192852         0.192852
           onehot__route_variant_2711-30065    -0.193642         0.193642
              onehot__route_variant_181-119    -0.193942         0.193942
               onehot__route_variant_943-83    -0.194092         0.194092
               onehot__route_variant_438-95    -0.194430         0.194430
              onehot__route_variant_607x-62    -0.194569         0.194569
              onehot__route_variant_6277-13    -0.194689         0.194689
                     onehot__suburb_cardiff    -0.194710         0.194710
              onehot__route_variant_m91-122    -0.194767         0.194767
                onehot__route_variant_80-76    -0.195716         0.195716
               onehot__route_variant_818-13    -0.195719         0.195719
               onehot__route_variant_6219-6    -0.195940         0.195940
               onehot__route_variant_339-46    -0.196016         0.196016
                     onehot__suburb_tascott    -0.196171         0.196171
              onehot__route_variant_t64-201    -0.196195         0.196195
                onehot__route_variant_901-3    -0.196391         0.196391
                      onehot__suburb_berala    -0.197150         0.197150
                onehot__suburb_melrose park    -0.197182         0.197182
                onehot__route_variant_338-6    -0.197578         0.197578
               onehot__route_variant_155-30    -0.197584         0.197584
                      onehot__suburb_bardia    -0.197759         0.197759
                onehot__route_variant_442-8    -0.197959         0.197959
             onehot__suburb_north wahroonga    -0.198159         0.198159
             onehot__suburb_cabramatta west    -0.198327         0.198327
               onehot__route_variant_179-19    -0.198727         0.198727
                onehot__route_variant_164-2    -0.199011         0.199011
              onehot__route_variant_t64-199    -0.199147         0.199147
              onehot__route_variant_422-108    -0.199280         0.199280
              onehot__route_variant_690k-75    -0.199391         0.199391
               onehot__route_variant_6627-3    -0.199521         0.199521
                onehot__route_variant_m91-2    -0.199999         0.199999
                onehot__route_variant_275-6    -0.200135         0.200135
                   onehot__suburb_caringbah    -0.200452         0.200452
               onehot__route_variant_751s-2    -0.200792         0.200792
         onehot__suburb_bankstown aerodrome    -0.201188         0.201188
               onehot__route_variant_m92-50    -0.201245         0.201245
                 onehot__route_variant_11-7    -0.201300         0.201300
               onehot__route_variant_926-18    -0.201326         0.201326
           onehot__route_variant_2537-39095    -0.201726         0.201726
               onehot__route_variant_797-22    -0.201946         0.201946
              onehot__route_variant_651-333    -0.202329         0.202329
                 onehot__suburb_prairiewood    -0.202901         0.202901
                       onehot__suburb_neath    -0.202919         0.202919
               onehot__route_variant_452-15    -0.203205         0.203205
              onehot__route_variant_603-334    -0.203330         0.203330
               onehot__route_variant_90-141    -0.203406         0.203406
                onehot__route_variant_190-9    -0.203412         0.203412
              onehot__route_variant_8619-12    -0.203786         0.203786
               onehot__route_variant_339-62    -0.203846         0.203846
                onehot__route_variant_282-7    -0.204114         0.204114
                onehot__route_variant_947-8    -0.204376         0.204376
               onehot__route_variant_870-16    -0.204487         0.204487
                onehot__route_variant_582-8    -0.204691         0.204691
               onehot__route_variant_446-74    -0.205222         0.205222
               onehot__route_variant_391-61    -0.205518         0.205518
               onehot__route_variant_208-66    -0.205523         0.205523
               onehot__route_variant_99-294    -0.205593         0.205593
              onehot__route_variant_394-155    -0.206083         0.206083
               onehot__route_variant_3130-8    -0.206158         0.206158
               onehot__route_variant_t61-87    -0.206229         0.206229
              onehot__route_variant_254-129    -0.206374         0.206374
               onehot__route_variant_586s-1    -0.206424         0.206424
               onehot__route_variant_130-12    -0.206625         0.206625
               onehot__route_variant_476-28    -0.206632         0.206632
               onehot__route_variant_585s-1    -0.206750         0.206750
               onehot__suburb_south windsor    -0.207035         0.207035
               onehot__route_variant_9034-2    -0.207224         0.207224
                    onehot__suburb_cringila    -0.207603         0.207603
                 onehot__route_variant_51-8    -0.207617         0.207617
               onehot__route_variant_6275-8    -0.207668         0.207668
               onehot__route_variant_100-15    -0.207945         0.207945
              onehot__route_variant_626-112    -0.208239         0.208239
                onehot__route_variant_958-6    -0.208309         0.208309
                onehot__route_variant_880-2    -0.208517         0.208517
                onehot__route_variant_26-43    -0.208573         0.208573
               onehot__route_variant_208-67    -0.208577         0.208577
                     onehot__suburb_kogarah    -0.208784         0.208784
               onehot__route_variant_940-44    -0.208979         0.208979
              onehot__route_variant_254-105    -0.209261         0.209261
              onehot__suburb_cremorne point    -0.209300         0.209300
               onehot__route_variant_92-104    -0.209334         0.209334
               onehot__route_variant_s114-1    -0.209681         0.209681
              onehot__route_variant_632-337    -0.209781         0.209781
                     onehot__suburb_asquith    -0.210002         0.210002
                       onehot__suburb_greta    -0.210061         0.210061
               onehot__route_variant_490-43    -0.210063         0.210063
              onehot__route_variant_754-249    -0.210110         0.210110
                    onehot__suburb_sylvania    -0.210121         0.210121
                     onehot__suburb_carlton    -0.210122         0.210122
                onehot__route_variant_sj1-1    -0.210297         0.210297
              onehot__route_variant_806-234    -0.210415         0.210415
               onehot__route_variant_m92-63    -0.210473         0.210473
                onehot__route_variant_922-2    -0.210735         0.210735
               onehot__route_variant_606-36    -0.210771         0.210771
              onehot__route_variant_3115-11    -0.210970         0.210970
               onehot__route_variant_399-80    -0.211172         0.211172
               onehot__route_variant_902x-8    -0.211359         0.211359
               onehot__route_variant_4004-1    -0.211642         0.211642
               onehot__route_variant_967-21    -0.211670         0.211670
              onehot__route_variant_3016-25    -0.211755         0.211755
               onehot__route_variant_391-69    -0.212032         0.212032
               onehot__route_variant_492-20    -0.212133         0.212133
              onehot__route_variant_753-227    -0.212194         0.212194
               onehot__route_variant_946-56    -0.212259         0.212259
              onehot__route_variant_506-111    -0.212548         0.212548
               onehot__route_variant_m61-43    -0.212597         0.212597
               onehot__route_variant_136-58    -0.212738         0.212738
              onehot__route_variant_518-119    -0.212927         0.212927
             onehot__suburb_sylvania waters    -0.213396         0.213396
           onehot__route_variant_6525-81098    -0.213445         0.213445
                     onehot__suburb_austral    -0.213726         0.213726
               onehot__route_variant_393-18    -0.214146         0.214146
              onehot__route_variant_3588-12    -0.214281         0.214281
              onehot__route_variant_711-104    -0.214290         0.214290
              onehot__route_variant_810x-49    -0.214427         0.214427
                onehot__route_variant_144-9    -0.214457         0.214457
                  onehot__suburb_merewether    -0.214468         0.214468
               onehot__route_variant_446-76    -0.214575         0.214575
              onehot__route_variant_t63-205    -0.214783         0.214783
               onehot__route_variant_327-23    -0.214863         0.214863
              onehot__route_variant_651-361    -0.214871         0.214871
                onehot__route_variant_857-2    -0.214922         0.214922
              onehot__route_variant_l90-127    -0.214956         0.214956
               onehot__route_variant_515-53    -0.214992         0.214992
              onehot__route_variant_309-104    -0.215066         0.215066
               onehot__route_variant_962-65    -0.215220         0.215220
               onehot__route_variant_978-18    -0.215422         0.215422
              onehot__route_variant_810x-48    -0.215515         0.215515
               onehot__route_variant_308-38    -0.215529         0.215529
                onehot__route_variant_473-5    -0.215574         0.215574
                 onehot__route_variant_33-9    -0.215588         0.215588
              onehot__route_variant_1688-53    -0.215621         0.215621
              onehot__suburb_connells point    -0.216341         0.216341
              onehot__suburb_macquarie park    -0.216400         0.216400
                onehot__route_variant_x99-2    -0.216447         0.216447
                        onehot__suburb_wyee    -0.216556         0.216556
               onehot__route_variant_459-15    -0.216611         0.216611
                onehot__route_variant_dsa-2    -0.216874         0.216874
              onehot__route_variant_621-376    -0.216961         0.216961
               onehot__suburb_pennant hills    -0.217727         0.217727
              onehot__route_variant_507-125    -0.218696         0.218696
               onehot__route_variant_692w-7    -0.218721         0.218721
                onehot__route_variant_883-3    -0.218924         0.218924
               onehot__route_variant_646s-2    -0.218984         0.218984
                   onehot__suburb_wahroonga    -0.219087         0.219087
                onehot__route_variant_326-8    -0.219139         0.219139
              onehot__route_variant_652x-53    -0.219163         0.219163
               onehot__route_variant_855-18    -0.219350         0.219350
                onehot__route_variant_23-24    -0.219381         0.219381
               onehot__route_variant_144-28    -0.219428         0.219428
                onehot__route_variant_142-4    -0.219628         0.219628
               onehot__route_variant_391-20    -0.219779         0.219779
                onehot__route_variant_63-73    -0.220353         0.220353
              onehot__route_variant_181-130    -0.221145         0.221145
               onehot__route_variant_461-49    -0.221291         0.221291
               onehot__route_variant_393-37    -0.221319         0.221319
                  onehot__suburb_turramurra    -0.221449         0.221449
               onehot__route_variant_140-37    -0.221512         0.221512
               onehot__route_variant_911-11    -0.221699         0.221699
                  onehot__route_variant_2-2    -0.221861         0.221861
               onehot__route_variant_946-51    -0.222104         0.222104
                    onehot__suburb_chullora    -0.222173         0.222173
            onehot__suburb_cordeaux heights    -0.222436         0.222436
               onehot__route_variant_821-30    -0.222677         0.222677
               onehot__route_variant_m92-61    -0.222752         0.222752
                     onehot__suburb_figtree    -0.222802         0.222802
               onehot__route_variant_702-52    -0.222806         0.222806
                onehot__route_variant_589-8    -0.222827         0.222827
               onehot__route_variant_962-11    -0.222892         0.222892
              onehot__route_variant_637-338    -0.222933         0.222933
               onehot__route_variant_142-11    -0.223126         0.223126
               onehot__route_variant_389-95    -0.223382         0.223382
           onehot__route_variant_4613-31017    -0.223724         0.223724
               onehot__route_variant_538-18    -0.224583         0.224583
               onehot__suburb_elizabeth bay    -0.224869         0.224869
               onehot__route_variant_6401-4    -0.225776         0.225776
              onehot__route_variant_603-332    -0.226394         0.226394
               onehot__route_variant_e69-19    -0.227106         0.227106
               onehot__suburb_milsons point    -0.227126         0.227126
               onehot__route_variant_909-23    -0.227235         0.227235
               onehot__route_variant_l88-33    -0.227275         0.227275
                 onehot__route_variant_37-2    -0.227299         0.227299
              onehot__route_variant_804-576    -0.227572         0.227572
               onehot__route_variant_203-16    -0.228310         0.228310
                     onehot__suburb_toukley    -0.228350         0.228350
                      onehot__suburb_oatley    -0.228469         0.228469
              onehot__route_variant_810x-55    -0.228547         0.228547
               onehot__route_variant_2607-6    -0.229168         0.229168
              onehot__route_variant_800-202    -0.229180         0.229180
               onehot__route_variant_993-20    -0.229435         0.229435
                  onehot__suburb_georgetown    -0.229612         0.229612
               onehot__route_variant_377-69    -0.229960         0.229960
                onehot__route_variant_576-7    -0.230029         0.230029
                   scaler__timetable_hr_cos    -0.230055         0.230055
               onehot__route_variant_7513-6    -0.230080         0.230080
               onehot__route_variant_755-81    -0.230367         0.230367
              onehot__route_variant_690p-79    -0.230766         0.230766
               onehot__route_variant_183-91    -0.231290         0.231290
               onehot__route_variant_650n-1    -0.232218         0.232218
               onehot__route_variant_246-26    -0.232304         0.232304
               onehot__route_variant_944-10    -0.232667         0.232667
                onehot__route_variant_274-3    -0.232881         0.232881
                onehot__route_variant_573-5    -0.233063         0.233063
               onehot__route_variant_m52-50    -0.233372         0.233372
              onehot__route_variant_944-104    -0.233477         0.233477
                    onehot__suburb_warrawee    -0.233570         0.233570
              onehot__route_variant_392-110    -0.233956         0.233956
                onehot__route_variant_558-7    -0.234361         0.234361
                     onehot__suburb_telarah    -0.234694         0.234694
                       onehot__suburb_airds    -0.234953         0.234953
                onehot__route_variant_130-6    -0.235196         0.235196
               onehot__route_variant_870-24    -0.235656         0.235656
              onehot__route_variant_7522-13    -0.236588         0.236588
              onehot__route_variant_6271-10    -0.236657         0.236657
               onehot__route_variant_9623-3    -0.236915         0.236915
               onehot__route_variant_458-34    -0.237159         0.237159
                onehot__route_variant_76-29    -0.237647         0.237647
               onehot__route_variant_t65-69    -0.237753         0.237753
               onehot__route_variant_521-19    -0.237755         0.237755
               onehot__route_variant_81-100    -0.237849         0.237849
                onehot__route_variant_e85-6    -0.238120         0.238120
               onehot__route_variant_9033-1    -0.238245         0.238245
                onehot__suburb_croudace bay    -0.238274         0.238274
                    onehot__suburb_lapstone    -0.238809         0.238809
               onehot__route_variant_5018-1    -0.240125         0.240125
              onehot__route_variant_288-119    -0.240972         0.240972
              onehot__route_variant_3016-23    -0.241187         0.241187
                onehot__suburb_middle dural    -0.241281         0.241281
              onehot__route_variant_2545-10    -0.241418         0.241418
               onehot__route_variant_393-51    -0.242237         0.242237
                 onehot__route_variant_11-9    -0.242583         0.242583
                onehot__route_variant_196-4    -0.242609         0.242609
                      onehot__suburb_avalon    -0.242639         0.242639
               onehot__route_variant_m92-57    -0.242658         0.242658
                onehot__route_variant_22-13    -0.242914         0.242914
                onehot__route_variant_884-1    -0.243125         0.243125
               onehot__route_variant_257-39    -0.244157         0.244157
                onehot__route_variant_961-4    -0.244931         0.244931
                 onehot__route_variant_s1-5    -0.245130         0.245130
                 onehot__route_variant_43-3    -0.245352         0.245352
                   onehot__suburb_penshurst    -0.245592         0.245592
               onehot__route_variant_t62-95    -0.245986         0.245986
              onehot__route_variant_380-269    -0.246212         0.246212
                onehot__route_variant_178-9    -0.246342         0.246342
                onehot__route_variant_x93-4    -0.246775         0.246775
              onehot__route_variant_6165-10    -0.246893         0.246893
                onehot__route_variant_63-68    -0.247240         0.247240
              onehot__route_variant_705-183    -0.248011         0.248011
                onehot__route_variant_873-1    -0.248259         0.248259
               onehot__route_variant_759-36    -0.248481         0.248481
               onehot__route_variant_524-31    -0.248621         0.248621
               onehot__route_variant_207-89    -0.248670         0.248670
                onehot__route_variant_130-3    -0.249613         0.249613
               onehot__route_variant_513-22    -0.249723         0.249723
                 onehot__suburb_tighes hill    -0.249751         0.249751
                  onehot__suburb_hunterview    -0.249924         0.249924
               onehot__route_variant_642-44    -0.250153         0.250153
               onehot__route_variant_6311-8    -0.250187         0.250187
                    onehot__suburb_thornton    -0.250262         0.250262
                onehot__route_variant_171-1    -0.251964         0.251964
                onehot__route_variant_755-5    -0.252236         0.252236
                    onehot__suburb_aberdare    -0.252301         0.252301
           onehot__suburb_peakhurst heights    -0.252823         0.252823
                  onehot__suburb_oyster bay    -0.253551         0.253551
                onehot__route_variant_869-4    -0.253582         0.253582
                  onehot__suburb_lake haven    -0.253730         0.253730
               onehot__route_variant_942-89    -0.253781         0.253781
               onehot__route_variant_993-19    -0.253867         0.253867
                onehot__route_variant_724-6    -0.253958         0.253958
                  onehot__suburb_holsworthy    -0.254091         0.254091
              onehot__route_variant_303-131    -0.254656         0.254656
                onehot__route_variant_904-8    -0.254656         0.254656
               onehot__route_variant_426-39    -0.254733         0.254733
                onehot__route_variant_316-6    -0.254995         0.254995
                onehot__route_variant_770-8    -0.255067         0.255067
               onehot__route_variant_908-28    -0.255265         0.255265
               onehot__route_variant_502-40    -0.255870         0.255870
                  onehot__suburb_eagle vale    -0.255934         0.255934
                  onehot__suburb_blue haven    -0.256021         0.256021
               onehot__route_variant_698-27    -0.256421         0.256421
               onehot__route_variant_962-45    -0.256587         0.256587
               onehot__route_variant_208-48    -0.256922         0.256922
              onehot__route_variant_617x-88    -0.257653         0.257653
             onehot__suburb_north narrabeen    -0.257911         0.257911
                       onehot__suburb_wyong    -0.258368         0.258368
                 onehot__suburb_canley vale    -0.258437         0.258437
              onehot__route_variant_501-103    -0.259134         0.259134
              onehot__route_variant_m60-182    -0.259266         0.259266
                onehot__route_variant_541-6    -0.259512         0.259512
                onehot__route_variant_x94-7    -0.259586         0.259586
               onehot__route_variant_611-94    -0.259770         0.259770
                   onehot__suburb_gwandalan    -0.259927         0.259927
                onehot__route_variant_22-17    -0.259982         0.259982
               onehot__route_variant_824-32    -0.260637         0.260637
              onehot__route_variant_802-383    -0.260750         0.260750
              onehot__route_variant_616x-98    -0.261017         0.261017
                onehot__route_variant_586-7    -0.261124         0.261124
               onehot__route_variant_m90-48    -0.261153         0.261153
                onehot__route_variant_958-1    -0.261227         0.261227
                   onehot__suburb_singleton    -0.261415         0.261415
                     onehot__suburb_waratah    -0.261794         0.261794
               onehot__suburb_maryland 2287    -0.262275         0.262275
                onehot__route_variant_727-8    -0.262299         0.262299
               onehot__route_variant_t62-92    -0.262613         0.262613
               onehot__route_variant_111-15    -0.262647         0.262647
                onehot__suburb_shelly beach    -0.262670         0.262670
               onehot__route_variant_521-16    -0.262788         0.262788
               onehot__route_variant_244-11    -0.263895         0.263895
                       onehot__suburb_minmi    -0.264321         0.264321
               onehot__route_variant_e65-15    -0.264456         0.264456
                   onehot__suburb_blackbutt    -0.265054         0.265054
                     onehot__suburb_swansea    -0.265721         0.265721
                onehot__route_variant_446-9    -0.266020         0.266020
               onehot__route_variant_972-16    -0.266078         0.266078
               onehot__route_variant_t80-87    -0.266333         0.266333
               onehot__route_variant_397-33    -0.266348         0.266348
                onehot__route_variant_25-82    -0.266497         0.266497
               onehot__route_variant_925-49    -0.266538         0.266538
                     onehot__suburb_toronto    -0.266841         0.266841
               onehot__route_variant_771-10    -0.266867         0.266867
                onehot__route_variant_21-37    -0.267288         0.267288
               onehot__route_variant_967-20    -0.268073         0.268073
             onehot__suburb_burwood heights    -0.268269         0.268269
                onehot__route_variant_361-4    -0.268624         0.268624
                 onehot__suburb_sandringham    -0.268983         0.268983
               onehot__route_variant_905-16    -0.269445         0.269445
              onehot__suburb_denistone east    -0.269469         0.269469
               onehot__route_variant_155-44    -0.269587         0.269587
               onehot__route_variant_395-14    -0.269659         0.269659
               onehot__route_variant_m90-51    -0.269834         0.269834
                      onehot__suburb_bangor    -0.269865         0.269865
               onehot__route_variant_436-63    -0.269917         0.269917
                onehot__route_variant_943-1    -0.270905         0.270905
             onehot__suburb_mount riverview    -0.271141         0.271141
               onehot__route_variant_225-11    -0.271283         0.271283
               onehot__route_variant_565-26    -0.271741         0.271741
               onehot__route_variant_206-24    -0.271793         0.271793
                      onehot__suburb_sefton    -0.271940         0.271940
               onehot__suburb_chittaway bay    -0.272222         0.272222
           onehot__route_variant_5532-34003    -0.272913         0.272913
               onehot__route_variant_310-26    -0.273160         0.273160
                 onehot__route_variant_37-3    -0.273225         0.273225
               onehot__route_variant_896-27    -0.273496         0.273496
               onehot__route_variant_810-42    -0.274058         0.274058
               onehot__route_variant_905-26    -0.274186         0.274186
               onehot__route_variant_310-18    -0.274829         0.274829
                onehot__route_variant_145-6    -0.275025         0.275025
